two large dog run in some grass .	two brindle dog run in the grass .	4.2000
a dog swim with a stick in it be mouth .	a dog run with a stick in it be mouth .	2.6000
a man playing fetch with two brown dog .	a woman play with a brown dog .	2.3300
a dog be run across the sand with a stick in it be mouth .	a dog be run through a creek with a stick in its mouth .	3.6000
a man be stand in water near a waterfall .	a man wade in the water and watch a water fall .	3.4000
a tan dog jump up to catch a tennis ball .	a red dog jump a catches a tennis ball in its mouth .	3.0000
the man be jump into the water .	the man be up in the air .	2.4000
a woman in a black shirt stand in front of banana at a fruit stand .	a woman wear black stand in front of a pickup truck .	2.4000
a child be jump into a swimming pool .	a dog jump into a swimming pool .	1.2000
a little boy jump from one chair to another .	a young boy jump from one chair to another in he house	4.8000
a girl swing she long , wet hair in a lake .	a person ride a dirt bike .	0.0000
two dog play by the shore .	two dog play in the snow .	2.8000
a little girl walk on a boardwalk with blue dome in the background .	a man go over a jump on he bike with a river in the background	0.0000
two woman sit on a bench , they face obscure , with one woman carry a inflatable tiger and the other woman in a Disney snow white costume .	a girl sit on a bench hold a inflatable tiger next to another girl in a colorful outfit .	2.2000
a guy and two girl be smile at the camera .	three dog , one white and two brown , be run together on a field of grass .	0.0000
a dog swim with a stick in it be mouth .	dog swimming in the water with a stick in its mouth .	5.0000
a black poodle play in the snow .	a black poodle frolic in the snow .	5.0000
two girl hold up a scary movie flyer	two girl hold sack be stand in a field .	1.4000
three boy be run on the beach play a game .	two young boy and one young man run on a beach with water behind they .	3.2000
a girl be wear a purple sash and match skirt .	a group of girl stand wear jean skirt and superman shirt .	1.6000
a man wear a grey jacket standing on the side of a street .	a boy wear a blue life jacket be hold onto the side of a green boat .	0.6000
a brown and black dog be jump to catch a red ball .	a brown and black dog jump for a red ball .	5.0000
the tan dog run through the leaf .	the white dog run through the ocean .	1.8000
a white and black dog be jump into a pool .	a woman in a black apron be stand in front of a mirror .	0.0000
a black and white dog be carry a stick in its mouth .	the black and white dog have a stick in he paw .	3.0000
a deer jump a fence .	a deer jump over a fence .	5.0000
a little girl hold a wooden stick .	a little girl swimming in a pool .	2.2000
a black dog jump through the water .	a dog walk through the snow .	2.4000
a group of people in front of a red fire truck .	a group of people be stand around a red fire truck .	4.2000
a boy jump into the blue pool water .	the young boy be jump into the pool on he belly .	3.4000
a blonde dog be catch a ball in its mouth in the snow .	a little blonde girl be sit on a green chair .	0.0000
three child and play and laugh on the floor .	three child play on the floor .	3.8000
a man sit with fishing pole near a body of water .	a man sit on a rock next to a folding deck chair and a fishing pole .	3.4000
a woman and a dog standing in the grass .	a man carry a sign while stand in the rain .	0.0000
a man in a blue shirt be run in a stadium field .	a man wear a blue hat and shirt be ride a white horse .	1.0000
a black dog run through water .	a black dog be run through some water .	4.8000
child jump on a trampoline .	a man be sledding on a orange slide .	0.0000
a large brown dog be crouch in a grassy field .	a brown dog be run in a field .	3.0000
a dog run through the grass .	a dog run through the snow .	2.2000
a skier speed through the snow .	a brown dog carry a Frisbee run through the snow .	0.2000
two people be play golf on a golf course .	two people be on a golf course play golf .	5.0000
a boy and a girl playing on the beach .	a dog play in the wave with a ball .	0.8000
the child in the red coat lay in the red mat .	the toddler be ready to climb the red piece of equipment .	0.8000
two dog play in the grass .	two dog be play in the grass .	5.0000
a child in a blue and white team uniform chase a soccer ball .	a young boy in a blue soccer uniform chase a ball .	4.0000
a softball player swing at a pitch .	a baseball player hit the ball	2.8000
a man be kite surfing away from the camera .	a man be sky surfing on the water .	2.8000
a black dog be run in the grass .	a boy run through green grass .	1.0000
a little boy and a little girl play together outside .	a young boy and a young girl walk towards each other	2.0000
two people sit on the end of a dock .	two people sit on a dock .	4.2000
two dog in a yard .	two dog in a stream .	2.0000
a man chase a dog try to pass the barrier to enter a play area .	a man follow he black and white dog as it take on a obstacle course .	2.2000
the large brown and white dog be run through the snow .	St. Bernard dog run in the snowy field .	4.0000
a bloody man and woman pose for a picture .	a man in woman dress warmly pose for a picture .	2.0000
a yellow dog be play in a grassy area near flower .	a girl be play on a swing .	0.4000
a boy play with a noodle by the pool .	a boy play with a foam noodle toy by a pool .	4.6000
two big brown dog run through the snow .	a brown dog run through the grass .	2.0000
a young boy jump into a pool with outstretched arm .	a dog jump into a backyard pool .	1.2000
a girl hold up a yellow balloon animal .	a child hold a yellow balloon .	4.0000
two dog share a toy in a field of vegetation .	two snowboarder be in the air over the snow .	0.1700
a blond haired lady in white pose for the camera .	a black and white dog run with its mouth open .	0.0000
a dog run through a field chase a ball .	a child run through the grass .	0.2000
two girl be sit in front of a statue .	two blonde girl be sit next to a statue	3.8000
a girl in orange light a candle .	a girl in a orange shirt light candle .	4.0000
a white dog run through a field of yellow flower .	a dog with a red collar run in a forest in the middle of winter .	1.6000
a infant sit on a cot reach over to touch the face of a older boy .	a boy who seem ill be be touch in the face by a toddler .	2.2000
a dog shake off water .	a dog shake water off .	5.0000
Young boy run along the pavement .	a black dog run along the edge of the ocean .	0.5000
a young child slide down a orange slide .	a little boy in denim overalls slide down a orange slide .	3.6700
a black and white dog run through some red and white pole	black and white dog in live room standing on hind leg .	1.6000
three individual be pose on ski behind a `` no skiing '' sign .	three people on ski be stand behind a no skiing sign .	4.4000
a man in a white suit walk down the street hold a newspaper .	a man in a white suit walk outside carry a newspaper .	4.6000
a black dog with a blue collar be run in the snow .	a black dog wear a blue collar be run through the snow .	5.0000
a dog be run toward the camera .	a brown and white dog run on grass .	0.8000
a boy swing on a swing .	the girl be on a swing .	2.4000
a group of youngster swim in lake water	many child be play and swim in the water .	4.4000
a blue and white soccer team play against each other .	a topless woman with she face paint be cover in mud .	0.0000
a brown dog about to catch a green Frisbee .	a brown dog wait for the Frisbee to come down before catch it .	3.8000
a black and white dog be swim in a large green lake .	a black dog run fast into shallow water .	2.2000
two large black dog be play in a grassy field .	two white dog be run together .	2.2000
the brown and black dog sprint across the snow .	a black dog be run quickly along the ground .	2.8000
the man in the backpack look to he left .	a adult male wear a backpack walk and look to the left .	3.8000
a elderly man in a blue shirt be hold up a piece of canvas art .	a black man be walk next to a building in a big city .	0.0000
two skinny young boy play with sand in the water .	two dog be shake water off .	0.4000
a small dog run through a obstacle course .	a small dog jump over a obstacle .	3.8000
a brown dog run through the wood .	a brown dog run through the grass .	3.2000
a group of people be stand by a window watch something .	a group of people stand and wait to see something .	3.4000
a dog be jump over a barrier at a agility competition .	a dog jump over a obstacle course fence .	4.4000
three people race on ice skate .	three ice skater round a corner .	3.2000
two woman contestant be walk they dog in a dog show .	two woman walk there dog at a dog show .	4.8000
two man on the side of a barge	a man be lie the grass with long hair and beard .	0.0000
a brown dog in run on grass .	a brown dog run through the grass .	4.8000
a person be ride they bike on a trail next to the wood .	a small child in a yellow shirt be hold they arm out to the side .	0.4000
a woman in a black dress smile in front of a silver truck .	a girl wear a black top be smile with a silver truck in the background .	3.6000
a dog be on the beach near a ball .	a guy be go up for a lay-up on a basketball court .	0.6000
a dog bound across the brown grass .	two dog bind across the grass .	2.6000
a woman play with two young boy at a park	a woman and three kid play at a park .	3.2000
a dog emerge form the water with a stick in its mouth .	a dog run toward the camera with a stick in its mouth .	2.4000
three dog play in the snow .	the boy be play in the sand .	0.8000
a dog carry a leash in its mouth .	a fluffy dog carry a black leash in its mouth .	4.2000
a man in jeans be play with a ball while a woman in jeans stand nearby look away .	a man be tie a red arm band around another mans arm in the street .	0.0000
a skier be fall into the snow .	a skier be fall face first into the snow .	4.0000
a dog with a red toy in it be mouth .	a brown dog be carry a stick in its mouth .	2.2000
two hockey player fight on the ice .	two hockey player in a struggle on the ice .	4.8000
two terrier play on the wood floor of they home .	two puppy play with a red chew toy in a field .	1.6000
two dog run through a field .	two dog play in a field .	4.2000
a man in a gray suit lock up a bicycle	a man and a woman standing on a city street .	0.4000
a man in a black leather jacket be sleep in a subway car .	a man in a black leather jacket fall asleep on public transportation .	4.6000
a dog leap over a hurdle .	a dog leap over the hurdle .	4.8000
two man be set up some electronic equpitment	two dog be wrestle on the ground in the snow .	0.0000
a black dog be walk on the grass with a stick in it be mouth .	a boy hold a net with a snake in it close to the ground .	0.0000
a girl run with dog in a dry field .	a grey dog and a tan dog play on a grassy field .	2.2000
two dog play in the snow .	two black dog in the snow .	4.0000
a dog leap off a dock and into the water .	the black dog leap off the dock and into the water .	4.0000
a group of old man walk down the street	a couple walk down the street .	2.0000
three dog stand in snow next to a blue fence .	three dog play in the shallows next to a rocky shore .	2.2000
a black and white dog be run through the field .	a black and white dog be run in the grass .	4.8000
a boy in black wave he arm while other people be behind he on a field .	a man in a black shirt be roller blade past a bench in the city .	0.4000
a elderly woman ride a bicycle along a city street .	a elderly woman walk uphill cross the street .	2.0000
a young boy be punch a yellow ball .	a small dog jump over a yellow beam .	0.4000
a group of young ballerina be in a dance studio .	a group of young lady in bikini .	1.4000
a young boy in a white dress shirt be play on a grassy plain .	a woman be get she hair do at a salon .	0.0000
a man and a dog be play tug of war .	a man dance on a colorful wall .	0.4000
a wet child shiver under a towel at a pool .	a wet child be shiver in a towel in front of a pool .	4.6000
a white dog run on a beach .	the white dog be run along the beach .	5.0000
six dog run on the sandy beach .	six dog walk beside the beach .	3.4000
a man hold on to a handle in the water .	a man be hold onto handle in the air .	3.2000
a white dog walk in the snow .	a black and tan dog walk through the snow .	3.0000
the white and brown dog run across the grass .	three dog be run on the grass .	3.2000
a boy go down a inflatable slide .	a boy in red slide down a inflatable ride .	3.8000
two dog play with a ball in a puddle .	two dog stand in a puddle , and one have a yellow tennis ball .	3.8000
three dog be play in the water .	three dog run in the snow .	1.4000
two dog play in the snow .	two kid play with a dog .	1.2000
a girl do a back bend on the beach .	a girl do a back bend at the beach .	4.8000
the two dog be play fetch in the snow .	two dog be play together in the grass .	2.2000
two surfer on ride a small wave .	two surfer perform trick in the wave .	3.6000
two people walk on the beach at sunset .	two people walk along the shore at sunset .	5.0000
two puppy play around in the grass	two dog be wrestle in the grass .	4.0000
a young girl be sit on Santa 's lap .	a little girl be sit on Santa 's lap	4.8000
a black and white dog run with its mouth open .	a black and white dog swim in blue water .	2.2000
a young boy jump in the air at the beach .	a boy jump in the air on the beach .	4.8000
five man in tuxedo be walk down step .	five man in tuxedo walk down a set of step	5.0000
man in red shorts and white shirt kick a soccer ball .	a black dog stand in the surf hold a red rubber ball .	0.0000
a man and dog on a rocky seashore .	man and dog standing on rock next to water	4.8000
brown dog splash into the water .	four dog splash in the water	2.4000
the smile woman at the beach be bury in seaweed .	a girl in a cowboy hat with a sheep on a leash .	1.0000
a dog with big ear be hold a small stick in it be mouth .	a puppy with big ear chew on a stick .	3.8000
the large brown dog be jump through the tall grass .	the girl wear a blue shirt be run through a science center .	0.0000
two dog fight in the snow .	two dog play in the snow .	2.6000
a brown dog be in the middle of a line of dog chase a dirty tennis ball over dirt .	there be two white dog and one brown dog chase a ball .	2.8000
a grey hound be active in a grassy field .	a bunch of bike race on a track .	0.0000
two people be race a sidecar motorcycle in the mud .	the dog carry a long stick in its mouth .	0.0000
the man be sit at the top of a rocky mountain .	a person stick they head out of a tent at the top of a mountain .	2.4000
a man standing on a boat be pull another boat close by with a bamboo stick .	a man in a black hat standing in front of a brick wall and a sign	0.0000
a man play he white guitar .	a man play a white guitar and singing as well	3.2000
a person be skijor with a dog in the mountain .	a brown dog be play with a ball in the water .	0.0000
two shirtless young people play in the water .	lot of people play in the water at the beach .	2.4000
close-up of a hummingbird .	a closeup of a hummingbird fly .	3.6000
Woman in a black dress walk on the street .	a woman watch a dog jump down the stair .	0.8000
a man and a woman look at the camera .	a man and a woman laughing .	2.3300
a brown dog run through the dirty muddy grass	the large brown dog be run outside in the dirt .	3.6000
three dog pull a man on a bicycle through the snow .	the dog be pull a man on a type of bike , through the snow .	5.0000
a baby in a red hat sit in a stroller be hold a doll .	a man in a gray shirt sit in a field of flower .	0.0000
three child play with hay outdoors , throw some at camera lens .	three young child play in the hay , throw some at the camera .	4.8000
a climber be stand on the rock face next to the pink rope .	the child be run in the snow with fence in the background .	0.0000
a black dog wear a orange collar be entangled with fishing wire .	the black dog wear a red collar shake water off .	1.8000
two dog be play around in the dirt .	a dancer pose for the camera in a red and white dress .	0.0000
a golden dog be run on the grass .	the large beige dog be run through the grass .	3.4000
a dog run through the grass .	a dog run across the grass .	4.8000
a man in red shorts be walk along rock by a river carry a stick .	a man be walk on rock with water flow around they .	3.4000
man rowing a boat .	a man do a trick on skateboard	0.0000
three dog run on a racetrack .	three dog round a bend at a racetrack .	4.8000
a black and brown dog walk through the snow near a building .	a older man stand outside a old board up building .	0.8000
a dog be jump into a swimming pool after a duck .	a dog jump into a swimming pool .	3.4000
a dog run through a forest in the winter time	a dog run through a lot of twig .	3.2000
the girl be play along with the image on the big screen .	three girl hold umbrella with they back to the camera .	0.4000
many people run in a race on a street .	a puppy run along a street .	1.0000
a man in swim trunk be stand against some rock .	a man in a gray shirt climb a large rock wall .	1.0000
two white dog walk in the snow .	a tan dog with a black collar bark in the snow .	2.0000
a woman wear a pink shirt jump in the air with she arm and leg spread to she side .	a man wear suspenders and sunglass leap up in the air with he arm and leg spread out to the side .	2.4000
a dog run through the grass .	two dog run through the brush .	2.8000
a dog run across the sand	a dog run through the water .	2.8000
a woman be attempt to ride a small wave .	a man and woman sit back to back outside in the sun .	0.0000
the black and white dog be swim in the river .	a black man and he dog on the beach .	0.6000
man standing on top of jagged rock near the ocean .	a man be stand on top of rock overlook the ocean .	4.6000
a girl in a black and blue wet suit be surf .	a woman wear a black and blue striped suit be surf on a wave .	4.4000
the woman be lead a dog through a obstacle course .	Woman lead she small dog through a obstacle course .	4.6000
two dog on the beach .	a dog walk on the beach .	2.4000
a young boy be stand on a gray tiled area .	a young boy be practice he karate in a gym .	1.0000
the dog be run with food in he mouth .	the dog be run with a yellow ball in he mouth .	2.2000
two dog run down a beach .	two dog run on the beach	4.8000
a black and white dog swimming in the pool	a black and white dog run with something in he mouth .	2.0000
a dog have it be head inside a red and green gift bag .	a pet playfully investigate the contents of a gift bag .	3.8000
a yellow shirted man wear a golden sun mask .	a man in a yellow shirt wear a gold , sun-shaped mask .	5.0000
a man be scall a sheer rock face with a rope support .	a young man be do a ski jump with a purple board .	0.4000
a child with he hand on he head .	a little boy stand with he hand on top of he head	4.2000
a man wear a orange vest be canoe in the blue water .	a man in a orange jacket raise he hand to the sky in the sand .	1.8000
a old man in a black trench coat standing in a marketplace .	the baby be wear a red shirt and walk in a plaza .	1.2000
a man climb a cliff face .	a man climb a sheer cliff face .	4.8000
two girl be in pajama pants and appear to be dancing .	two girl with baseball cap be eat a snack outside .	0.6000
a white and brown dog play with a black toy .	a white and brown dog be play tug-o-war .	3.4000
a boy play baseball .	a man be play baseball .	3.0000
a boy wear a red shirt run across the grass with a furry dog .	a sport fan be wear face paint in the stand .	0.0000
a black dog retrieve in the snow .	a skateboarder jump in the street .	0.0000
a smile man and a baby girl pose for photo .	a smile man hold a small child wear pink and red .	3.2000
a dog jump for a Frisbee in the snow .	a dog be jump in the snow .	3.2000
a brown and white dog with a pink collar be bark at a brown dog with a blue collar in the snow .	the dog with the red collar be bear it be tooth at the dog with the blue collar .	3.4000
two brown dog be bite each other .	two brown dog bite each other on sand .	4.2000
a skateboarder attempt a trick on the side of a low wall .	a boy do skateboard trick on a railing .	4.0000
a young girl do a back flip in the water .	a young girl wear purple run through water	2.8000
a snowboarder ride a snowboard down a railing beside a flight of step .	a boy be grind a skateboard down a concrete wall .	0.8000
a woman with two man in hat socialize outside .	a young woman with a knit cap stand against the wall of a domino 's Pizza .	1.4000
a small boy in a bathrobe be sit in a metal chair .	a boy in a robe sit in a chair .	4.2000
a black dog be run through the snow .	a black pit bull dog be run through the dirt .	2.2000
a group of teenager be dance on a wooden floor .	a group of people in dark color clothing be line dancing on a wooden floor .	3.4000
a young boy be ride a bike .	a young girl lay on a blue inflatable toy	0.4000
a black dog run in the snow .	a black dog run on a beach .	1.8000
three dog in the snow by a fence .	two dog drink water in a lake .	1.0000
a girl run along a river bank with two black dog .	a little boy be pet a tiger that be lay down .	0.2000
a teenage girl run on a beach shouting , with a older man walk behind she .	a young child run along the shore at a beach	1.8000
a brown and white dog be walk next to a man on a skateboard .	a blond child be lay on a branch of a tree in a green field .	0.0000
man ride a surfboard on a wave .	a man in black on a surfboard ride a wave .	4.0000
the man in the red shirt be climb the side of a mountain .	a man be climb the side of a mountain .	4.2000
a man ride a motorcycle while wear a black uniform .	a white motorcycle be be ride around a race track .	1.4000
a black dog swim through a river .	a black dog digging through the snow .	1.2000
a man and a woman be smile .	a man and a woman laughing .	3.2000
a man be stand on top of a rock or mountain watch the sun set .	a man standing in the mountain watch a sunset .	4.8000
two little girl be play on a trampoline .	two little boy be play on a playground .	1.4000
two girl be jump high in the air .	two dog nussle one another in the grass near a lake .	0.2000
the woman hold a black purse be smoke a cigarette .	a woman with a black bag be smoke a cigarette	4.8000
a dog be run along the grass .	a brown dog be run in the grass .	4.2000
a man with long hair be look through a camera .	a woman stand against a wall near a video camera .	1.0000
brown dog run on grass .	the dog be run on grass .	4.0000
two people wear hat sit and look at the camera .	a man wear a blue shirt make a grouchy face .	0.0000
two girl play with people and flower behind they .	two young girl wear skirt be play in a garden .	3.2000
a girl in a pink shirt be sprawl she limb out in midair .	a man dress in a Santa suit be climb up a large concrete building .	0.0000
a little girl in a red shirt pull a kite .	a girl in a red shirt take a picture on a phone .	1.4000
child slide in the snow .	man sleep on the street .	0.0000
three dog be play in the water .	three dog swim in the water .	4.2000
a white dog run on sand .	a white dog run on the sand .	5.0000
a little girl with she hand in the air be sit on a man 's back while he be lay on a blanket .	a kid run in the opposite direction of other who be play a game .	0.2000
a red and white race car racing on a dirt racetrack .	a person be ride a dirt bike in a race on a dirt track .	1.4000
a black and white dog be run through a cow field .	a large black and white dog run in the ocean water	2.2000
a man in a straw hat shade he phone while other walk on a busy sidewalk .	a man lie on a street with he headand shoulder under a park car that be jack up .	0.6000
a man with a messenger bag in front of a gray tile wall .	man in red jacket standing in front of lighthouse .	0.8000
a dog swim in the water .	three dog swim in the water .	3.2000
a little white curly haired dog run across the pavement with a stick in its mouth .	a white curly haired dog run with a stick in it be mouth .	4.6000
the blonde woman be wear a black , american flag , tartan cap .	a red-haired woman be wear a black beret adorn with the american flag .	2.8000
a person hold a net be stand in the water .	a black woman and two black child be sit in a thatched tent .	0.6000
a woman in a red tracksuit squeeze lemon in a press .	a young woman in a pink hoodie take a picture .	0.4000
a man walk two dog on leash down the street	a man walk two dog in the city .	4.2000
a dog be run in the snow .	two dog run in the dirt	2.2000
a small boy playing in the snow .	the brown and white dog be play in the snow .	1.6000
a woman in a blue shirt and tan shorts sit at a table .	a smile young woman in a tourquoise shirt and bandanna pose at table outdoors .	3.2000
a white dog run in the snow	the dog be run in the snow .	3.2000
the black dog be run through the snow .	a race car driver be drive he car through the mud .	0.0000
a dog wear a green sweater and a backpack walk on snow .	a small dog wear a green sweater and a backpack walk through snow .	4.4000
a group of people sit around a desk .	a group of girl on a beach .	0.6000
three dog be run in a field .	two dog be run in a grassy field	2.8000
a man and woman with they hand on they chin be stand next to a Christmas tree .	the man with a white beard and blue cap be stand in the doorway of a workshop .	0.4000
the black and white dog have a stick in he paw .	a black dog and a white dog be stand on snow .	1.2000
a white dog run through the snow	the black and white dog run through the grass .	1.4000
a man on ski on a snow-covered hill with mountain in the background	a dog enjoy a romp in the water with mountain and sand in the background .	0.6000
a man on a bike nest to a river .	a man on a bike do a very high jump .	1.2000
a skier go down the snowy hill .	a brown dog be lay in the snow .	0.4000
two dog be run on the grass .	two dog run in the dirt	3.6000
a man be spray a fluid from a long hose at the beach .	a guy be sit on he bike with one wheel in the air .	0.6000
a person in a red vest be touch the blue ice skate on another person .	a lady fasten someone 's ice skate in the snow .	2.2000
a girl bounce upside down on she head on a trampoline .	a girl be bounce on she head on a trampoline .	4.8000
a woman standing in front of tree and smile .	a man be walk by tree in front of the city skyline .	2.0000
a boy do a back flip into a swimming pool .	a boy wear red and blue swim trunk jump head first into a swimming pool .	2.4000
three little boy cover themselves with bubble .	three child stand by a pool be cover in foam bubble .	4.2000
the boy be look up at the girl as another girl ignore they .	the boy be diving into the pool as the couple watch .	0.2000
a black dog with a blue collar be run in the snow .	a black dog with a red collar play in the snow .	3.2000
a bird sit in a tree .	a bird sit in a leafless tree .	3.8000
a brown dog chew on a orange ball .	a dog have a orange ball in its mouth .	4.0000
a brown dog jump into the air to catch a ball .	three young woman jump into the air to catch a ball .	0.6000
a child be walk from one picnic table to another .	the boy hop from one picnic table to the other in the park .	3.2000
a dog in the snow .	two dog in snow .	3.0000
Dalmation run along the beach .	a Dalmation run along a beach .	4.8000
a dog run through snow .	a dog run in the snow .	5.0000
four black dog run across the grass .	a dog run across the grassy field .	2.0000
a man in red and black be hit a soccer ball with he head .	a man in a red striped soccer shirt head a ball .	3.6000
a brown dog be walk on the grass .	a dog chase another by a tree .	1.2000
a woman place a baby on a skateboard on the beach .	a woman hold a small baby on a skateboard at the beach	4.6000
a black dog be bite a light brown dog ear in a playful manner .	a black dog playfully bit another dog in a living room setting	4.0000
the beagle be walk on the beach at the waterline .	a beagle walk along the calm shore .	4.4000
the black and white dog run through the grass .	a black and white dog be run through grass .	5.0000
two dog run through the snow , one with a tennis ball .	the boy be do a stunt , through the air , on he bicycle .	0.0000
a black dog be walk on the grass with a stick in it be mouth .	the black dog be run on the grass with a toy in it be mouth .	3.2000
a man walk toward a policeman standing in a crosswalk on a city street .	a policeman stand in a crosswalk in a city .	3.0000
a black dog and a white dog play in the street .	a black dog and a white dog play in the street together .	4.6000
a large black and white dog be swim in the water .	a black and white dog with a stick be in muddy water .	3.6000
a little boy clown with a colander on he head .	a boy with a metal colander on he head .	4.2000
two construction worker sit on a beam take a break .	the man be put on he shirt near a elevator .	0.0000
a man and a woman laughing .	a man and a woman kiss .	1.2000
a black , brown and white dog run through a field .	a white and brown dog run in a field .	2.8300
child be play in a swimming pool while two adult man watch they .	child play in a pool while adult look on .	4.6000
two kid splash in the water .	two dog play together on the bed .	0.0000
the brown and white dog be walk in shallow water .	a white and brown dog appear to be walk on the water .	4.6000
a woman read while on public transportation .	a man who have fall asleep on public transportation .	1.6000
a bulldog be run through a grassy park while people stand in the background .	a dog be run in a large body of water cause it to splash .	1.8000
a young boy ride a bike on a brick road	a person do trick on a bike on a ramp surround by tree .	2.2000
the young man be skateboarding at a skate park .	a boy in a blue t shirt be airborne on a skateboard in a skate park .	3.8000
a girl jump rope on a sidewalk near a parking garage .	a girl jump rope on a sidewalk with a parking garage to the left .	4.4000
a person be out in the water at the beach while the sun set .	a person above they surfboard on the water .	3.0000
a dog jump in midair to catch a Frisbee .	the brown dog jump for a pink Frisbee .	4.0000
the dog return the play toy to its master .	three dog race in the snow together .	1.0000
two female jump off of swing .	two girl jump out of swing .	4.6000
a woman with a young girl pose with bear statue in front of a store .	a man in a jersey stand in front of a large crowd .	0.6000
a shirtless man play football on a lawn .	a shirtless man catch a football	4.4000
a girl wear green twist something in she hand .	a young boy wear only green shorts pose awkwardly with a brick background .	0.8000
a man in a red jacket hold he bike for the picture .	a woman in a red jacket be video tape a natural landscape .	0.4000
a boy jump into a not-so-crowded public pool .	a man jump while on a snowboard .	0.8000
the clown be strike a pose for the camera .	a child in orange be on a boogie board in the wave .	0.6000
four kid hold hand jump into a swimming pool .	four dog play in the snow .	0.0000
a boy push a wagon with two pumpkin .	a child squat behind a wagon with two pumpkin in it .	2.8000
two soccer player battle for the ball during a intense match .	two little orange and white dog be in the snow .	0.0000
the black dog be walk through the tall grass .	the black dog be run through the grass .	3.8000
two black dog play in the snow .	a black dog dig in the snow .	3.4000
a dog jump over a chain .	a dog leap over a chain .	5.0000
a girl with a black purse sit on a wooden bench .	a young woman with a black purse sit on a wooden bench .	4.6000
a black and a yellow dog	a black dog and a brown-and-white dog play in a field .	2.2000
three child in a ball pit .	several child play in a ball pit .	3.4000
a large white and grey dog run through a yellow tunnel in a obstacle course .	a white and black dog be run out of a yellow and orange tube .	3.6000
a swimmer be do the backstroke in the swimming pool .	a person do the back stroke in a swimming pool	4.8000
a man stand astride a bike on a rocky trail by a lake .	a woman be wear a white headband , purple tank top and black glove .	0.0000
a brown dog be run through green grass .	a brown dog be run though a river .	2.4000
a small white dog and large brown dog play on the grass .	a small light tan dog be run past a large brown dog standing in the grass .	3.4000
a woman hold a dog while another dog stand nearby in a field .	a lady hold one dog while another dog be play in the yard .	3.4000
a black dog walk through water .	two black dog walk through the snow .	2.4000
a black dog be run in snow .	a black dog be swim with a ball in it be mouth .	1.8000
a woman dress in green be play with she tan dog .	a tan dog lick a girl hand while lay down .	1.6000
two homeless man stand outside with a cardboard sign .	two homeless young man hold a cardboard sign .	4.6000
a brown dog wade in the water .	a dog splash in the murky water .	3.6000
one man in a orange shirt wear a white helmet be ride a bike .	the man wear a blue helmet be ride a Polaris .	2.8000
a little boy be stand in front of a wedding party laughing .	a person standing on a stage in front of a seat crowd	1.8000
a person on a snowmobile .	a person on a snowmobile in mid jump .	3.6000
the man be stand on the shore hit a ball with a paddle .	two teenage girl be stand on beside the beach listen to ipod .	0.8000
this over the top photo show two man take a break .	a person with swim cap and goggles take a breath .	0.4000
two brown dog run together on sand	two brown dog be run on the sand .	4.6000
a black dog be chase after a red Frisbee .	a black poodle be run in the snow .	1.4000
two girl with ponytail ride a amusement park ride .	a young girl be on a ride at a amusement park .	3.0000
a dog digging in the sand .	a brown dog dig in the sand .	4.2000
two man sit on the sidewalk in front of store .	a woman in a bathing suit walk a dog on the beach .	0.0000
a black and white spotted dog jump over a stream .	a black and white spotted dog be jump over the small stream of water .	4.6000
a person on a bmx bike .	a man on a bike in mid-air	3.0000
two dog run through tall grass .	two dog be run through a grassy area .	4.6000
little white dog wear a leash jump after a red ball .	a black and white dog return a stick in the snow .	1.0000
a group of people stand outside of a building .	a large group of people have form a line outside .	3.2000
a group of four child dance in a backyard .	a group of child do stretch on color mat .	1.6000
a group of teenager be jump in the air on the beach .	a group of young people jump up in the air while on the beach .	4.8000
a boy wave around a sparkler .	a young boy be twist a sparkler around in the air .	4.4000
several people be sit around a fire at night .	a group of people be stand and sit around on the ground at night .	2.6000
two different breed of brown and white dog play on the beach .	two dog play in the sand at the beach .	4.0000
one man and two woman dress in vampire costume	a man and two woman dress in costume .	3.4000
two boy , one wear a hat , in a playground .	boy in tan hat laugh while sit near playground equipment .	2.4000
two dog play in snow .	two dog play in the snow .	5.0000
a woman hold a baby while a man look at it as another man hold a child watch .	a woman stand with she arm out in a store while another woman hold a camera .	0.4000
a white fluffy dog be run in pure white snow .	a fluffy , white dog run in the snow .	4.6000
a woman hold a newspaper .	a man rollerblade on a metal bar .	0.0000
a group of man play brass instrument .	a group of guy play instrument outside .	3.4000
two girl on the shore watch people in a boat fish .	two male , one in red and one in white play a basketball game .	0.0000
a snowboarder jump into the air .	a snowboarder fly through the air .	4.0000
a white dog with red ear be run in the snow .	a wet black dog with a red collar be in the river	0.6000
a little girl and a little boy hold hand on a shiny slide .	a little girl in a paisley dress run across a sandy playground .	0.4000
kid play soccer on a field .	three boy play soccer in a field	4.2000
a man jump off of one rooftop onto another .	a young man jump from one balcony to another .	2.8000
one child pull another , sit in a red wagon , along the sand .	a young boy pull another boy wear a silly hat in a radio flyer wagon .	3.4000
a owl have its wing up and widespread during the day .	the bird have its wing spread as it fly .	2.4000
a man in a blue cap be sit on a stool under a tree .	a dog standing on a beach with a ball nearby .	0.0000
a woman sing into a microphone by a guy play a guitar .	a woman sing into a microphone with a guitar player in the background .	4.4000
three sheep graze on the grassy field with a dog walk behind they .	a small group of goat in the grass with a black and white dog in the backgroud .	2.8000
a cyclist be make he bike jump between two rock .	a man jump he bicycle in the air between two rock .	4.4000
